name,Proposed_psnr,Proposed_ssim,Proposed_lpips,Proposed_dists,ELAN_psnr,ELAN_ssim,ELAN_lpips,ELAN_dists,EDSR_psnr,EDSR_ssim,EDSR_lpips,EDSR_dists,SwinIR_psnr,SwinIR_ssim,SwinIR_lpips,SwinIR_dists,DAT_psnr,DAT_ssim,DAT_lpips,DAT_dists,GRL_psnr,GRL_ssim,GRL_lpips,GRL_dists,ESRGAN_psnr,ESRGAN_ssim,ESRGAN_lpips,ESRGAN_dists
CT-0__patient124__18.png,29.925660166103533,0.911212772961382,0.0643708482384681,0.0945726633071899,27.1538991949973,0.8596999953017426,0.1124296709895134,0.1577085256576538,29.11919779373378,0.8954305512035604,0.0755525007843971,0.1062343120574951,27.61584911365619,0.8730597688480811,0.0996055155992508,0.1467424631118774,29.453796498897383,0.9019892663597072,0.0736813992261886,0.1015266180038452,29.619455964414087,0.9055078903911198,0.0719542056322097,0.1040374040603637,28.03038728017301,0.862279185840941,0.0539027266204357,0.080687940120697
CT-0__patient124__20.png,29.89874906721909,0.909664487920344,0.0696552321314811,0.1078824400901794,26.87571580438052,0.8539456113697604,0.1219910308718681,0.1707388162612915,28.94745010725165,0.891599537866588,0.0860416814684867,0.1299647092819214,27.578917776810016,0.8694259953546505,0.1068805158138275,0.1652774810791015,29.37812720175677,0.899658373609725,0.0806548967957496,0.1186912655830383,29.48473082489473,0.9037357496764316,0.0780748277902603,0.11390221118927,28.06810060618966,0.8593160909237872,0.0599777065217494,0.083006203174591
CT-0__patient124__22.png,30.76297570315011,0.916953011532807,0.0645924061536789,0.0970934033393859,27.081463273002843,0.8589638306262376,0.1088391318917274,0.1723507046699524,29.62096483111994,0.8999319610600455,0.0724707692861557,0.106707751750946,27.854338600589017,0.8744995216278355,0.0998153239488601,0.1568801403045654,30.194668895641534,0.9066101004237,0.0723318755626678,0.1050368547439575,30.22247895905853,0.9099362453963764,0.0705844089388847,0.1045102477073669,28.32825796647135,0.8636668004156591,0.049978882074356,0.073805034160614
CT-0__patient124__24.png,31.11264734928655,0.9205874398564704,0.0693306028842926,0.0912367105484008,27.44385271759829,0.8676358309624128,0.1138992756605148,0.1582608222961425,29.636871145593982,0.9015061491561768,0.0821501761674881,0.101127028465271,27.95211155103587,0.8792915304946027,0.1072888225317001,0.1511619091033935,30.43311523640472,0.9109578327562304,0.0786380097270011,0.0966635942459106,30.59975283122863,0.9145302328426708,0.0755908042192459,0.0932690501213073,28.57466685640097,0.8674076897807763,0.0485425479710102,0.0664616823196411
CT-0__patient124__26.png,30.5514736841684,0.9148194112630268,0.0672271400690078,0.0901498794555664,26.90977612485469,0.8611075963195828,0.1082564368844032,0.1598663330078125,29.13605542965052,0.8954835245404313,0.0790765583515167,0.1075574159622192,27.48381373039592,0.8733395272846731,0.1056389138102531,0.1501016616821289,30.08996496268468,0.90487960501661,0.0762681290507316,0.1005077362060546,30.120959244285057,0.9076180416519986,0.0749342814087867,0.0916434526443481,28.20240440190532,0.8586897569240604,0.0546946860849857,0.0634353756904602
CT-0__patient125__18.png,33.606174873040594,0.9326783478897775,0.061472088098526,0.1129016280174255,28.790316496293784,0.8898010851701689,0.0907409414649009,0.1425719857215881,32.427266427565385,0.9227386349830214,0.0691513493657112,0.1121060252189636,29.723163857456257,0.9054999517096494,0.0898040235042572,0.1466226577758789,33.231204748726334,0.9274714527454674,0.0704139396548271,0.1177305579185485,33.43674877795182,0.9300080089642684,0.0670457929372787,0.1111581921577453,31.19430587509961,0.8955491866073283,0.0387133210897445,0.0787625908851623
CT-0__patient125__20.png,32.06783993793926,0.9284246353911048,0.0569622889161109,0.1068866252899169,28.604856388737453,0.8825349061219869,0.0897016897797584,0.1588103175163269,30.91227367412359,0.91642962940703,0.067183032631874,0.1185131669044494,29.22949896944492,0.8972094222394972,0.0841234773397445,0.1508957147598266,31.514446152470605,0.9211852218917788,0.0655103623867034,0.1147128343582153,31.65194149633032,0.9237824649247272,0.0639795213937759,0.1063683032989502,29.58413518401108,0.8857622553324817,0.0404981300234794,0.0754241943359375
CT-0__patient125__22.png,31.19179937620484,0.9199131902698028,0.0763511955738067,0.1073331236839294,27.809339772840747,0.8684981024504803,0.1105978712439537,0.1394403576850891,30.12574460040265,0.90578906310639,0.0885630771517753,0.108539342880249,28.361757995462916,0.8824715473889857,0.1067026928067207,0.1382864713668823,30.696840265034563,0.911741229423536,0.0860093757510185,0.1109717488288879,30.71165400340968,0.9131095003442244,0.0837434828281402,0.1079562306404113,28.818185402835944,0.8725851811978941,0.0509857535362243,0.0738581418991088
CT-0__patient125__24.png,30.693798574575084,0.9205618129981584,0.0743234232068061,0.1126065850257873,27.349723835907483,0.8680126475912042,0.1198899298906326,0.1572413444519043,29.577317903384877,0.9035162699449166,0.0881059914827346,0.1115030646324157,28.03987797230272,0.8832832064210977,0.1089785397052764,0.1575185656547546,30.258887806998715,0.9113051681213532,0.0846693217754364,0.112856388092041,30.25813950357466,0.9124371137971384,0.0851253718137741,0.1106220483779907,28.48295946791097,0.8711432252858445,0.0533525124192237,0.0767057538032531
CT-0__patient125__26.png,30.929135800042538,0.9192793109756806,0.0793217271566391,0.099566638469696,27.939562553178167,0.876695261906309,0.1166428551077842,0.1651831865310669,29.846271056884,0.9059556942230396,0.0901333540678024,0.2301395535469055,28.22312477331445,0.8882508830902791,0.1098759323358535,0.2667626142501831,30.83438291384286,0.9138692375062704,0.0884717926383018,0.1365955471992492,30.58573967027244,0.9148180931793498,0.0868804603815078,0.1123263835906982,28.560473216793056,0.8672672471206803,0.0621101222932338,0.0822676420211792
CT-0__patient131__16.png,31.8274712533392,0.9236704827410482,0.0523008219897747,0.0840019583702087,28.40446670184607,0.8718822864413395,0.0884438902139663,0.1491538286209106,30.565143232128417,0.9078399955437796,0.0641662776470184,0.1470388770103454,28.93498208451465,0.8843949497951075,0.0846436619758606,0.1603307723999023,31.284627883149277,0.9150008479089288,0.0599596537649631,0.0983179807662963,31.348437147643416,0.9174525948551596,0.058780238032341,0.0893170833587646,29.45044669109958,0.8728899833053618,0.0392196327447891,0.0561100244522094
CT-0__patient131__18.png,31.915317769482414,0.9232878660761544,0.0580569133162498,0.0944807529449462,27.86176835946167,0.8733985547199821,0.1006536930799484,0.1568542122840881,30.36251254130824,0.9056778050475444,0.0742212384939193,0.1087377071380615,27.89058162008191,0.8814621732764856,0.0959367975592613,0.1602008938789367,31.513890034650345,0.9150909713971948,0.0682059675455093,0.1055913567543029,31.59022775133469,0.9170977818373564,0.0666035115718841,0.101259171962738,29.14084141737796,0.8684562994331583,0.0433318354189395,0.0647805333137512
CT-0__patient131__20.png,32.106097673335526,0.9260072642462934,0.0614725351333618,0.0994836688041687,28.325220352226324,0.8807213057946585,0.0937137678265571,0.143275499343872,31.00596734367492,0.9124460346302862,0.0720214620232582,0.1067896485328674,28.47109558507992,0.8899156650170124,0.0908799618482589,0.1445331573486328,31.473056263447607,0.9174790218909044,0.0728756710886955,0.1045564413070678,31.73759623165201,0.920473079152186,0.0687496811151504,0.1014832258224487,29.65683967763333,0.8750914368037735,0.0404120497405529,0.0648234486579895
